alter,beruf,familienstand,bildungsstand,default,saldo,immobilien,gehalt,kontaktart,tag,monat,dauer,kampagne,btage,vorzugehorigkeit,bausgabe,y
32,blue-collar,verheiratet,sekundaer,no,1148,yes,no,cellular,20,apr,121,1,-1,0,unknown,no
37,blue-collar,ledig,sekundaer,no,3561,yes,no,unknown,2,jun,98,1,-1,0,unknown,no
42,admin.,geschieden,sekundaer,no,63,no,no,unknown,16,may,88,6,-1,0,unknown,no
40,student,verheiratet,sekundaer,no,260,no,no,unknown,20,jun,197,6,-1,0,unknown,no
28,technician,ledig,tertiaer,no,2269,yes,no,unknown,9,may,331,1,-1,0,unknown,no
47,admin.,verheiratet,sekundaer,no,1060,yes,no,unknown,6,jun,83,3,-1,0,unknown,no
27,self-employed,verheiratet,sekundaer,no,-220,yes,no,unknown,26,may,138,2,-1,0,unknown,no
41,management,verheiratet,tertiaer,no,49,yes,no,cellular,17,jul,312,5,-1,0,unknown,no
34,admin.,verheiratet,tertiaer,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
50,blue-collar,verheiratet,primaer,no,4108,yes,no,cellular,7,aug,526,2,-1,0,unknown,yes
47,blue-collar,verheiratet,sekundaer,no,480,yes,no,unknown,28,may,211,2,-1,0,unknown,no
53,services,verheiratet,sekundaer,no,4994,no,no,cellular,18,aug,62,6,-1,0,unknown,no
53,technician,geschieden,sekundaer,no,0,yes,yes,cellular,15,jul,135,5,-1,0,unknown,no
47,management,verheiratet,tertiaer,no,3681,no,no,cellular,14,aug,101,2,-1,0,unknown,no
49,entrepreneur,geschieden,unknown,yes,-701,yes,no,cellular,30,jul,988,2,-1,0,unknown,yes
29,management,verheiratet,tertiaer,no,451,no,no,cellular,28,jan,451,1,-1,0,unknown,no
45,blue-collar,geschieden,primaer,no,-311,yes,no,unknown,23,may,1030,1,-1,0,unknown,yes
38,entrepreneur,verheiratet,sekundaer,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes
32,blue-collar,verheiratet,sekundaer,no,759,yes,no,cellular,9,apr,317,5,-1,0,unknown,yes
70,retired,geschieden,primaer,no,4531,no,no,cellular,18,may,445,1,-1,0,unknown,no
65,retired,geschieden,primaer,no,1840,no,no,cellular,1,jun,383,2,188,5,failure,no
56,blue-collar,verheiratet,sekundaer,no,345,yes,no,telephone,22,jul,605,1,-1,0,unknown,no
35,blue-collar,verheiratet,sekundaer,no,1287,yes,no,cellular,14,jul,330,2,-1,0,unknown,no
56,management,verheiratet,unknown,no,353,no,yes,cellular,25,jul,171,2,-1,0,unknown,no
56,technician,verheiratet,sekundaer,no,205,no,yes,cellular,23,jul,442,2,-1,0,unknown,no
49,entrepreneur,verheiratet,sekundaer,no,687,yes,no,cellular,17,apr,772,1,-1,0,unknown,yes
38,unemployed,verheiratet,primaer,no,1147,yes,yes,unknown,8,may,249,5,-1,0,unknown,no
35,management,verheiratet,tertiaer,no,4286,yes,no,unknown,9,may,357,1,-1,0,unknown,no
38,admin.,verheiratet,tertiaer,no,605,no,no,cellular,18,nov,147,2,-1,0,unknown,no
49,blue-collar,verheiratet,sekundaer,no,8545,yes,yes,cellular,6,may,199,7,167,1,failure,no
55,management,verheiratet,unknown,no,559,no,no,cellular,28,jan,271,2,-1,0,unknown,no
43,blue-collar,ledig,primaer,no,2,yes,no,cellular,30,jul,783,3,-1,0,unknown,no
43,management,verheiratet,tertiaer,no,2,no,yes,cellular,20,aug,472,2,-1,0,unknown,no
25,admin.,ledig,tertiaer,no,760,yes,no,cellular,27,may,223,3,89,2,failure,yes
30,blue-collar,verheiratet,primaer,no,1317,yes,no,unknown,21,may,395,2,-1,0,unknown,no
46,blue-collar,verheiratet,sekundaer,no,182,no,no,cellular,4,feb,56,1,-1,0,unknown,no
50,admin.,verheiratet,primaer,no,276,no,yes,unknown,17,jun,641,6,-1,0,unknown,no
35,entrepreneur,verheiratet,sekundaer,no,2971,no,no,cellular,4,may,429,4,164,2,failure,yes
26,unemployed,ledig,sekundaer,no,1064,no,no,unknown,31,may,113,1,-1,0,unknown,no
45,admin.,verheiratet,unknown,no,1783,no,no,unknown,20,jun,11,11,-1,0,unknown,no
37,blue-collar,verheiratet,sekundaer,no,-67,no,no,cellular,2,feb,157,1,-1,0,unknown,no
60,self-employed,ledig,tertiaer,no,179,no,yes,cellular,29,jul,79,4,-1,0,unknown,no
38,management,verheiratet,tertiaer,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes
47,blue-collar,verheiratet,primaer,no,214,yes,yes,unknown,9,jun,168,1,-1,0,unknown,no
33,technician,verheiratet,sekundaer,no,6699,no,no,cellular,9,nov,425,1,462,1,failure,no
51,unemployed,verheiratet,sekundaer,no,1760,no,yes,cellular,19,nov,162,1,-1,0,unknown,no
35,entrepreneur,ledig,tertiaer,no,145,yes,no,cellular,18,jul,799,2,-1,0,unknown,yes
35,unemployed,verheiratet,sekundaer,no,978,no,no,cellular,29,dec,1370,3,209,3,success,yes
48,admin.,ledig,sekundaer,no,1150,yes,no,unknown,28,may,357,1,-1,0,unknown,no
37,admin.,verheiratet,sekundaer,no,121,no,no,cellular,22,jul,22,6,-1,0,unknown,no
29,technician,ledig,tertiaer,no,828,yes,no,cellular,16,apr,215,3,321,3,other,no
34,admin.,verheiratet,sekundaer,no,244,yes,no,cellular,31,jul,56,4,-1,0,unknown,no
32,services,verheiratet,primaer,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes
30,management,ledig,tertiaer,no,424,no,no,cellular,16,apr,298,4,-1,0,unknown,yes
47,management,geschieden,tertiaer,no,447,no,yes,unknown,7,may,126,1,-1,0,unknown,no
33,blue-collar,verheiratet,primaer,no,-195,no,no,unknown,20,sep,9,1,-1,0,unknown,no
33,management,ledig,tertiaer,no,1410,yes,no,cellular,5,feb,8,1,254,5,failure,no
63,retired,verheiratet,primaer,no,1084,no,no,cellular,14,oct,201,1,183,1,success,no
51,self-employed,geschieden,primaer,no,10924,no,no,cellular,6,may,106,2,-1,0,unknown,no
41,management,verheiratet,tertiaer,no,832,yes,yes,cellular,21,nov,164,1,176,1,failure,no
56,retired,verheiratet,tertiaer,no,478,no,no,cellular,5,feb,97,1,-1,0,unknown,no
60,management,ledig,tertiaer,no,0,no,yes,cellular,23,jul,151,1,-1,0,unknown,no
41,self-employed,ledig,tertiaer,no,3950,yes,no,unknown,30,may,96,2,-1,0,unknown,no
37,management,ledig,unknown,no,504,yes,no,cellular,16,apr,555,1,-1,0,unknown,no
36,blue-collar,ledig,sekundaer,no,219,yes,yes,cellular,11,may,270,2,347,1,failure,no
57,management,verheiratet,tertiaer,no,1602,no,no,cellular,29,jul,339,3,-1,0,unknown,no
55,management,verheiratet,primaer,no,2587,no,no,cellular,4,sep,328,2,94,2,success,yes
44,admin.,verheiratet,sekundaer,no,0,yes,yes,unknown,16,may,159,1,-1,0,unknown,no
47,self-employed,verheiratet,tertiaer,no,2303,yes,no,cellular,6,may,323,2,364,1,failure,no
31,blue-collar,verheiratet,sekundaer,no,1660,yes,no,cellular,20,apr,342,1,-1,0,unknown,no
35,management,verheiratet,tertiaer,yes,32,yes,no,cellular,21,nov,180,1,-1,0,unknown,no
39,management,verheiratet,tertiaer,no,278,no,yes,cellular,28,jul,60,3,-1,0,unknown,no
50,management,verheiratet,tertiaer,no,4,no,no,cellular,17,nov,223,1,96,2,failure,no
29,management,verheiratet,tertiaer,no,318,yes,no,cellular,18,may,1434,2,356,4,failure,no
30,services,ledig,sekundaer,no,209,yes,no,unknown,6,may,30,2,-1,0,unknown,no
46,services,verheiratet,sekundaer,no,271,yes,no,unknown,16,may,134,4,-1,0,unknown,no
27,management,ledig,unknown,no,3196,no,no,cellular,9,feb,10,2,-1,0,unknown,no
48,admin.,geschieden,sekundaer,no,4099,no,no,cellular,2,apr,397,2,-1,0,unknown,yes
26,student,ledig,sekundaer,no,2572,yes,no,cellular,5,may,620,1,-1,0,unknown,no
36,management,ledig,tertiaer,no,339,no,no,cellular,21,nov,6,6,-1,0,unknown,no
42,blue-collar,verheiratet,primaer,no,0,yes,yes,cellular,7,may,209,2,-1,0,unknown,no
50,housemaid,verheiratet,primaer,no,395,yes,no,unknown,15,may,419,2,-1,0,unknown,no
49,blue-collar,verheiratet,sekundaer,no,2039,yes,no,cellular,18,nov,283,2,-1,0,unknown,no
45,management,verheiratet,tertiaer,no,5450,no,no,cellular,8,aug,188,2,-1,0,unknown,no
23,student,ledig,sekundaer,no,780,no,no,cellular,16,sep,267,1,-1,0,unknown,no
38,technician,ledig,sekundaer,no,0,yes,no,cellular,7,apr,196,2,-1,0,unknown,no
32,management,ledig,tertiaer,no,8436,yes,no,cellular,17,apr,245,1,149,2,failure,no
60,technician,ledig,primaer,no,11262,no,no,cellular,26,aug,323,1,-1,0,unknown,yes
30,entrepreneur,verheiratet,sekundaer,no,946,yes,no,cellular,19,nov,1065,1,183,1,other,no
58,housemaid,verheiratet,tertiaer,no,497,no,no,unknown,11,jun,138,5,-1,0,unknown,no
60,retired,verheiratet,primaer,no,55,no,no,cellular,4,jun,207,1,-1,0,unknown,no
38,services,verheiratet,sekundaer,no,-140,no,no,unknown,25,jun,456,3,-1,0,unknown,no
51,technician,verheiratet,sekundaer,no,-379,yes,no,cellular,5,aug,261,1,-1,0,unknown,no
42,admin.,verheiratet,sekundaer,no,-396,yes,no,cellular,11,may,80,1,308,4,failure,no
30,services,ledig,sekundaer,no,0,yes,no,cellular,18,may,131,6,363,9,failure,no
40,management,verheiratet,primaer,no,733,yes,no,unknown,6,jun,94,7,-1,0,unknown,no
37,management,verheiratet,tertiaer,no,393,yes,no,cellular,14,may,567,3,275,4,failure,yes
53,technician,geschieden,primaer,no,7290,yes,no,unknown,30,may,153,1,-1,0,unknown,no
27,services,ledig,sekundaer,no,468,yes,no,cellular,13,may,109,1,-1,0,unknown,no
39,blue-collar,verheiratet,sekundaer,no,0,yes,no,cellular,30,apr,53,1,325,1,failure,no
39,blue-collar,verheiratet,primaer,no,3705,yes,no,unknown,16,jun,77,1,-1,0,unknown,no
59,retired,verheiratet,tertiaer,no,9676,no,no,telephone,27,mar,234,2,-1,0,unknown,yes
37,services,verheiratet,sekundaer,no,1328,yes,no,telephone,13,may,121,2,341,4,failure,no
41,blue-collar,verheiratet,primaer,no,8,yes,no,cellular,15,jul,155,2,-1,0,unknown,no
45,blue-collar,verheiratet,primaer,no,61,no,no,cellular,17,apr,108,1,-1,0,unknown,no
48,management,verheiratet,tertiaer,no,6613,no,no,unknown,17,jun,159,3,-1,0,unknown,no
48,technician,verheiratet,sekundaer,no,302,yes,no,unknown,26,may,208,3,-1,0,unknown,no
32,blue-collar,verheiratet,sekundaer,no,1005,no,no,cellular,12,may,215,1,-1,0,unknown,no
35,services,verheiratet,sekundaer,no,109,yes,no,unknown,6,may,597,3,-1,0,unknown,no
33,management,ledig,tertiaer,no,1240,yes,no,cellular,4,feb,505,2,260,1,other,no
28,blue-collar,ledig,primaer,no,0,yes,yes,unknown,3,jun,380,4,-1,0,unknown,no
64,retired,verheiratet,unknown,no,2923,no,no,cellular,12,mar,120,1,-1,0,unknown,no
35,technician,verheiratet,sekundaer,no,0,no,no,cellular,27,aug,106,4,-1,0,unknown,no
33,blue-collar,verheiratet,sekundaer,no,43,yes,no,cellular,14,may,332,2,358,2,failure,no
41,technician,verheiratet,sekundaer,no,288,yes,no,unknown,15,may,221,4,-1,0,unknown,no
34,admin.,verheiratet,sekundaer,no,613,yes,no,cellular,4,jun,80,1,-1,0,unknown,no
37,technician,ledig,tertiaer,no,6101,no,no,cellular,4,may,60,5,87,1,success,no
38,blue-collar,verheiratet,primaer,no,168,yes,yes,telephone,13,may,212,3,-1,0,unknown,no
39,blue-collar,verheiratet,primaer,no,7685,yes,no,cellular,14,apr,493,3,-1,0,unknown,no
35,technician,geschieden,tertiaer,no,4515,yes,no,cellular,19,nov,98,2,-1,0,unknown,no
28,blue-collar,ledig,sekundaer,no,517,no,yes,cellular,8,jul,681,1,-1,0,unknown,yes
27,blue-collar,ledig,sekundaer,no,148,no,no,cellular,22,jul,203,1,-1,0,unknown,no
48,retired,verheiratet,primaer,yes,-285,no,yes,cellular,19,nov,157,1,-1,0,unknown,no
50,blue-collar,verheiratet,sekundaer,no,887,no,no,unknown,16,jun,287,1,-1,0,unknown,no
45,self-employed,verheiratet,sekundaer,no,3098,yes,no,cellular,7,aug,159,2,-1,0,unknown,no
41,technician,verheiratet,tertiaer,no,744,yes,no,unknown,14,may,125,1,-1,0,unknown,no
39,technician,verheiratet,sekundaer,no,130,no,no,cellular,8,jul,202,2,-1,0,unknown,no
44,management,verheiratet,sekundaer,no,438,yes,no,telephone,8,may,37,3,303,1,failure,no
54,admin.,verheiratet,sekundaer,no,0,no,no,cellular,28,jan,161,1,98,2,failure,yes
49,management,verheiratet,tertiaer,no,322,no,no,cellular,6,aug,72,4,-1,0,unknown,no
34,blue-collar,ledig,sekundaer,no,186,no,no,cellular,2,feb,342,1,-1,0,unknown,no
75,retired,geschieden,tertiaer,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
42,management,verheiratet,tertiaer,no,0,no,no,cellular,13,aug,325,2,-1,0,unknown,no
53,blue-collar,verheiratet,sekundaer,no,4380,no,no,telephone,19,aug,223,7,-1,0,unknown,no
49,management,geschieden,tertiaer,no,755,no,no,cellular,31,jul,1212,4,-1,0,unknown,yes
31,services,ledig,sekundaer,no,2070,no,no,cellular,29,aug,319,2,-1,0,unknown,no
45,blue-collar,ledig,primaer,no,999,no,no,cellular,29,jan,182,2,-1,0,unknown,no
39,self-employed,verheiratet,sekundaer,no,167,yes,yes,cellular,17,jul,330,1,-1,0,unknown,no
46,technician,verheiratet,sekundaer,no,1322,yes,yes,cellular,19,nov,514,1,-1,0,unknown,no
42,admin.,geschieden,sekundaer,no,1076,yes,no,unknown,14,may,213,1,-1,0,unknown,no
37,management,verheiratet,tertiaer,no,502,yes,no,cellular,7,may,551,1,351,1,failure,no
26,technician,ledig,tertiaer,no,1216,yes,no,cellular,16,apr,472,2,-1,0,unknown,no
37,management,ledig,tertiaer,no,876,yes,no,cellular,15,apr,140,4,327,2,failure,no
36,services,ledig,sekundaer,no,342,yes,no,unknown,7,may,142,1,-1,0,unknown,no
29,blue-collar,ledig,primaer,no,950,yes,no,unknown,4,jun,135,3,-1,0,unknown,no
36,blue-collar,verheiratet,primaer,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,no
26,technician,verheiratet,tertiaer,no,3825,yes,no,unknown,13,may,107,1,-1,0,unknown,no
32,blue-collar,verheiratet,sekundaer,no,2366,yes,no,unknown,20,may,127,2,-1,0,unknown,no
40,management,verheiratet,tertiaer,no,542,yes,no,cellular,20,nov,1816,1,-1,0,unknown,no
53,management,verheiratet,primaer,no,995,no,no,cellular,4,feb,200,3,-1,0,unknown,no
29,management,verheiratet,tertiaer,no,20,yes,no,cellular,12,may,418,1,-1,0,unknown,no
34,technician,ledig,tertiaer,no,228,yes,no,cellular,22,jul,387,4,-1,0,unknown,no
43,blue-collar,verheiratet,sekundaer,no,130,no,no,cellular,5,may,156,1,337,3,failure,no
56,management,verheiratet,tertiaer,no,217,no,yes,cellular,21,jul,121,2,-1,0,unknown,no
55,entrepreneur,geschieden,tertiaer,no,0,no,no,unknown,6,jun,108,2,-1,0,unknown,no
31,self-employed,verheiratet,tertiaer,no,259,yes,no,cellular,7,may,47,1,-1,0,unknown,no
27,admin.,ledig,sekundaer,no,619,yes,no,cellular,20,apr,16,5,322,4,other,no
36,management,verheiratet,sekundaer,no,644,yes,no,cellular,18,nov,54,2,-1,0,unknown,no
44,management,verheiratet,tertiaer,no,22,yes,no,cellular,6,aug,265,2,-1,0,unknown,no
37,admin.,geschieden,tertiaer,no,4303,yes,no,unknown,23,may,168,1,-1,0,unknown,no
30,admin.,ledig,sekundaer,no,239,yes,no,cellular,7,may,115,3,-1,0,unknown,no
42,technician,ledig,sekundaer,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,no
30,management,verheiratet,tertiaer,no,1221,yes,no,telephone,25,jul,279,4,-1,0,unknown,yes
62,retired,verheiratet,sekundaer,no,816,no,no,cellular,1,sep,28,2,-1,0,unknown,no
24,blue-collar,verheiratet,sekundaer,no,1222,yes,no,cellular,20,apr,369,1,-1,0,unknown,no
31,technician,verheiratet,sekundaer,no,2363,yes,no,unknown,13,may,247,1,-1,0,unknown,no
66,retired,verheiratet,tertiaer,no,2262,no,no,cellular,22,apr,155,1,-1,0,unknown,no
47,admin.,verheiratet,sekundaer,no,2,no,no,cellular,10,jul,89,1,-1,0,unknown,no
39,entrepreneur,verheiratet,tertiaer,no,2,yes,no,cellular,17,nov,180,1,-1,0,unknown,no
35,technician,verheiratet,sekundaer,no,4508,yes,no,cellular,18,nov,854,1,-1,0,unknown,yes
35,admin.,geschieden,sekundaer,no,-402,yes,no,cellular,17,apr,46,1,-1,0,unknown,no
27,technician,verheiratet,sekundaer,no,1577,yes,yes,unknown,28,may,266,2,-1,0,unknown,no
32,blue-collar,verheiratet,sekundaer,no,34,yes,no,cellular,5,may,321,2,-1,0,unknown,no
44,management,verheiratet,tertiaer,no,795,no,no,cellular,28,aug,99,24,-1,0,unknown,no
42,blue-collar,verheiratet,sekundaer,no,117,yes,no,unknown,9,may,147,1,-1,0,unknown,no
34,self-employed,ledig,tertiaer,no,5462,no,no,cellular,30,apr,430,1,-1,0,unknown,yes
25,services,ledig,sekundaer,no,402,no,yes,cellular,7,jul,264,1,-1,0,unknown,no
40,technician,ledig,sekundaer,no,641,no,no,cellular,16,jul,156,6,-1,0,unknown,no
43,management,geschieden,tertiaer,no,36,no,no,cellular,26,may,118,1,102,2,failure,no
55,unemployed,verheiratet,tertiaer,no,383,no,no,unknown,6,may,343,3,-1,0,unknown,no
50,blue-collar,verheiratet,sekundaer,no,283,yes,no,cellular,7,aug,226,3,-1,0,unknown,no
45,management,geschieden,tertiaer,no,0,no,no,unknown,1,jun,5,1,-1,0,unknown,no
35,blue-collar,geschieden,sekundaer,no,3102,yes,no,cellular,20,nov,138,1,-1,0,unknown,no
32,blue-collar,verheiratet,sekundaer,no,889,yes,no,cellular,10,sep,185,1,99,5,success,yes
59,housemaid,verheiratet,sekundaer,no,0,no,no,telephone,3,feb,722,1,99,4,failure,no
34,self-employed,verheiratet,sekundaer,no,-370,yes,no,unknown,21,may,748,1,-1,0,unknown,no
39,management,verheiratet,tertiaer,no,-606,yes,no,unknown,26,may,142,1,-1,0,unknown,no
40,management,ledig,sekundaer,no,10378,yes,no,cellular,17,nov,523,3,-1,0,unknown,no
36,blue-collar,ledig,primaer,no,1313,yes,no,unknown,20,jun,8,10,-1,0,unknown,no
40,management,verheiratet,tertiaer,no,8969,yes,no,cellular,17,nov,153,1,-1,0,unknown,no
55,self-employed,verheiratet,sekundaer,no,-196,yes,no,unknown,20,may,210,2,-1,0,unknown,no
38,entrepreneur,verheiratet,sekundaer,yes,15,yes,no,cellular,10,jul,121,1,-1,0,unknown,no
61,admin.,verheiratet,sekundaer,no,4608,no,no,cellular,12,mar,212,1,-1,0,unknown,yes
41,management,verheiratet,tertiaer,no,666,yes,no,unknown,21,may,253,3,-1,0,unknown,no
57,blue-collar,verheiratet,primaer,no,452,yes,no,unknown,13,may,139,4,-1,0,unknown,no
48,blue-collar,verheiratet,sekundaer,no,149,yes,no,unknown,9,may,71,1,-1,0,unknown,no
77,retired,verheiratet,tertiaer,no,7802,no,no,telephone,4,may,421,1,92,2,success,yes
35,services,verheiratet,sekundaer,no,1453,yes,no,unknown,28,may,199,1,-1,0,unknown,no
54,blue-collar,verheiratet,sekundaer,no,1480,yes,no,unknown,14,may,108,1,-1,0,unknown,no
37,management,ledig,unknown,no,715,yes,no,unknown,20,may,247,2,-1,0,unknown,no
56,management,ledig,sekundaer,no,237,yes,no,telephone,9,jul,236,4,-1,0,unknown,no
40,technician,verheiratet,sekundaer,no,694,yes,no,cellular,4,feb,97,4,196,5,failure,no
40,management,verheiratet,tertiaer,no,0,no,no,cellular,14,jul,109,8,-1,0,unknown,no
54,management,verheiratet,tertiaer,no,55,yes,no,cellular,2,jun,112,2,-1,0,unknown,no
55,housemaid,verheiratet,primaer,no,136,yes,no,unknown,19,jun,15,10,-1,0,unknown,no
55,services,geschieden,sekundaer,yes,-404,yes,no,cellular,22,jul,502,3,-1,0,unknown,no
52,blue-collar,verheiratet,primaer,no,779,yes,no,unknown,16,may,30,3,-1,0,unknown,no
55,blue-collar,ledig,primaer,no,1187,yes,no,unknown,2,jun,193,2,-1,0,unknown,no
33,management,verheiratet,tertiaer,no,641,yes,no,cellular,13,aug,347,2,-1,0,unknown,no
52,blue-collar,verheiratet,unknown,no,826,yes,no,unknown,15,may,468,2,-1,0,unknown,no
33,services,geschieden,sekundaer,no,991,yes,no,unknown,27,may,148,1,-1,0,unknown,no
53,admin.,verheiratet,sekundaer,no,1796,no,no,telephone,16,mar,295,1,91,2,success,yes
46,admin.,verheiratet,sekundaer,no,22,no,no,cellular,26,aug,388,6,-1,0,unknown,yes
44,technician,ledig,sekundaer,no,244,yes,no,cellular,12,aug,1735,4,-1,0,unknown,yes
48,management,geschieden,tertiaer,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown,no
50,housemaid,verheiratet,sekundaer,no,7317,yes,no,cellular,13,may,172,1,370,1,failure,no
34,technician,ledig,sekundaer,no,4943,yes,yes,cellular,19,nov,117,2,-1,0,unknown,no
38,technician,ledig,sekundaer,no,258,no,yes,unknown,20,jun,587,2,-1,0,unknown,no
42,management,ledig,tertiaer,no,515,yes,no,cellular,19,nov,501,2,-1,0,unknown,no
32,management,ledig,tertiaer,no,12607,no,no,cellular,14,aug,203,5,84,1,failure,no
58,admin.,verheiratet,sekundaer,no,2,yes,yes,telephone,25,jul,282,9,-1,0,unknown,no
31,management,verheiratet,tertiaer,no,13,no,no,cellular,28,aug,110,5,-1,0,unknown,no
19,student,ledig,primaer,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown,yes
41,management,verheiratet,tertiaer,no,3872,no,no,cellular,15,oct,231,1,-1,0,unknown,no
31,unemployed,verheiratet,sekundaer,no,296,yes,no,unknown,20,may,378,3,-1,0,unknown,no
52,self-employed,ledig,primaer,no,217,no,yes,cellular,15,jul,193,6,-1,0,unknown,no
42,self-employed,geschieden,tertiaer,no,360,yes,no,unknown,24,jun,110,5,-1,0,unknown,no
41,blue-collar,ledig,sekundaer,no,428,yes,no,cellular,12,may,92,1,-1,0,unknown,no
30,blue-collar,ledig,sekundaer,no,315,no,no,cellular,23,jun,1407,1,-1,0,unknown,yes
38,blue-collar,verheiratet,sekundaer,no,121,yes,yes,cellular,6,feb,168,1,212,2,failure,no
32,management,verheiratet,tertiaer,no,820,yes,no,cellular,17,jul,738,3,-1,0,unknown,no
52,technician,verheiratet,sekundaer,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,yes
48,management,geschieden,tertiaer,no,108,yes,no,unknown,27,may,89,2,-1,0,unknown,no
36,management,verheiratet,tertiaer,no,-381,yes,no,cellular,31,jul,30,29,-1,0,unknown,no
45,unemployed,geschieden,primaer,no,757,no,no,cellular,20,apr,103,1,325,4,failure,no
34,technician,verheiratet,tertiaer,no,691,yes,yes,unknown,2,jun,70,1,-1,0,unknown,no
36,blue-collar,verheiratet,primaer,no,1925,yes,no,cellular,20,apr,904,2,-1,0,unknown,yes
34,management,verheiratet,tertiaer,no,902,yes,no,cellular,14,may,159,1,367,2,other,no
61,retired,verheiratet,sekundaer,no,5207,no,no,cellular,11,sep,336,1,81,2,other,no
54,services,verheiratet,sekundaer,no,0,no,no,unknown,19,jun,220,1,-1,0,unknown,no
50,entrepreneur,verheiratet,sekundaer,no,665,no,no,telephone,17,nov,238,1,-1,0,unknown,no
43,admin.,geschieden,sekundaer,no,738,yes,no,cellular,21,nov,585,4,191,4,failure,no
47,blue-collar,verheiratet,primaer,no,233,no,no,cellular,8,aug,293,3,-1,0,unknown,no
45,services,verheiratet,sekundaer,no,-839,yes,no,unknown,28,may,68,1,-1,0,unknown,no
